index,cds,rtype,sname,dname,cname,enroll12,NumTstTakr,AvgScrRead,AvgScrMath,AvgScrWrit,NumGE1500,PctGE1500,year,frpm_simulado,profes_simulado,Tasa_Participacion,Puntaje_Global,Categoria_Rendimiento,Radio_Alumno_Profesor,Excepcion_Positiva,Es_Alta_Vulnerabilidad,porcentaje_eligibilidad_comidas_gratuitas,NumTeachers,Nivel_Vulnerabilidad
1332,33672153330859,S,MARTIN LUTHER KING JR. HIGH,RIVERSIDE UNIFIED,RIVERSIDE,836,453,473.5569147088149,540.0524337289843,476.4096200857743,226.0,49.89,1415,0.2439923956315928,28,54.1866028708134,1490.0189685235734,Rendimiento Medio,13.27,0,0,0.53,63,Media
1333,33672153334406,S,JOHN W. NORTH HIGH,RIVERSIDE UNIFIED,RIVERSIDE,503,315,459.7430196967736,475.41104602351214,471.74978865342666,89.0,28.25,1415,0.8205538847397393,20,62.62425447316103,1406.9038543737124,Rendimiento Medio,3.47,0,1,0.23,145,Baja
1334,33672153336237,S,POLYTECHNIC HIGH,RIVERSIDE UNIFIED,RIVERSIDE,626,301,486.9090892441313,497.1485427469263,485.2026450212903,122.0,40.53,1415,0.5207618067619338,21,48.08306709265175,1469.260277012348,Rendimiento Medio,4.97,0,0,0.62,126,Media
1335,33672153336492,S,RAMONA HIGH,RIVERSIDE UNIFIED,RIVERSIDE,482,246,451.3894853966688,445.8364881935785,428.7046932963256,59.0,23.98,1415,0.3193253058790224,17,51.037344398340245,1325.930666886573,Bajo Rendimiento / Riesgo,6.51,0,0,0.21,74,Baja
1337,33672490000000,D,,SAN JACINTO UNIFIED,RIVERSIDE,745,226,437.7583026327312,428.2192489501104,452.5261646134796,47.0,20.8,1415,0.4229181072352315,0,30.335570469798657,1318.5037161963212,Bajo Rendimiento / Riesgo,9.31,0,0,0.13,80,Baja
1339,33672493337656,S,SAN JACINTO HIGH,SAN JACINTO UNIFIED,RIVERSIDE,467,199,453.8116641074242,442.9771048650717,423.8009470596845,38.0,19.1,1415,0.2033674525814951,19,42.61241970021413,1320.5897160321804,Bajo Rendimiento / Riesgo,4.62,0,0,0.32,101,Baja
1340,33672496114748,S,SAN JACINTO VALLEY ACADEMY,SAN JACINTO UNIFIED,RIVERSIDE,48,26,440.3861963153328,451.2173841277607,455.3750765703382,8.0,30.77,1415,0.3422926705335244,2,54.16666666666666,1346.9786570134318,Bajo Rendimiento / Riesgo,0.34,0,0,0.18,140,Baja
1341,33736760000000,D,,COACHELLA VALLEY UNIFIED,RIVERSIDE,1223,459,405.8466469457161,429.7697860400378,409.9111163008209,46.0,10.02,1415,0.5353521331790877,0,37.53066230580539,1245.5275492865746,Bajo Rendimiento / Riesgo,30.58,0,0,0.2,40,Baja
1342,33736760100255,S,DESERT MIRAGE HIGH,COACHELLA VALLEY UNIFIED,RIVERSIDE,449,179,412.7796818896209,407.2271544016275,407.9987789240512,13.0,7.26,1415,0.7148758436187955,15,39.86636971046771,1228.0056152152997,Bajo Rendimiento / Riesgo,5.28,0,1,0.33,85,Baja
1343,33736760121673,S,NOVA ACADEMY - COACHELLA,COACHELLA VALLEY UNIFIED,RIVERSIDE,35,19,405.1686798917211,429.37047833636507,430.13536050962216,2.0,10.53,1415,0.4717654092818628,1,54.285714285714285,1264.6745187377082,Bajo Rendimiento / Riesgo,0.4,0,0,0.13,88,Baja
1344,33736763330354,S,WEST SHORES HIGH,COACHELLA VALLEY UNIFIED,RIVERSIDE,59,29,396.4439817985333,386.0691476072233,400.5012902549964,3.0,10.34,1415,0.5326039994226064,3,49.15254237288136,1183.014419660753,Bajo Rendimiento / Riesgo,0.97,0,0,0.06,61,Baja
1345,33736763330990,S,COACHELLA VALLEY HIGH,COACHELLA VALLEY UNIFIED,RIVERSIDE,610,232,392.0343020175818,445.13397976837695,413.2999673950357,28.0,12.07,1415,0.4529712015466284,38,38.0327868852459,1250.4682491809945,Bajo Rendimiento / Riesgo,6.78,0,0,0.13,90,Baja
1346,33751760000000,D,,LAKE ELSINORE UNIFIED,RIVERSIDE,1757,596,498.36250646307815,495.76059513677626,481.8704244309545,230.0,38.59,1415,0.4505002031046726,0,33.921457029026755,1475.9935260308089,Rendimiento Medio,15.97,0,0,0.65,110,Media
1347,33751760107920,S,LAKESIDE HIGH,LAKE ELSINORE UNIFIED,RIVERSIDE,453,172,461.758130182611,463.82947333693306,467.9996175792792,51.0,29.65,1415,0.1807299598501035,21,37.969094922737305,1393.5872210988232,Bajo Rendimiento / Riesgo,10.07,0,0,0.32,45,Baja
1349,33751763330487,S,TEMESCAL CANYON HIGH,LAKE ELSINORE UNIFIED,RIVERSIDE,502,242,484.2777572584669,486.9739567692281,495.3214880831456,112.0,46.28,1415,0.4618791471193236,31,48.20717131474104,1466.5732021108406,Rendimiento Medio,13.94,0,0,0.15,36,Baja
1350,33751763332350,S,ELSINORE HIGH,LAKE ELSINORE UNIFIED,RIVERSIDE,486,179,501.33633800871337,464.6005737432381,478.5585537293925,66.0,36.87,1415,0.2964298257855494,30,36.831275720164605,1444.495465481344,Rendimiento Medio,15.68,0,0,0.35,31,Media
1351,33751920000000,D,,TEMECULA VALLEY UNIFIED,RIVERSIDE,2591,1403,523.7950972541038,514.2557554753679,488.7723661592658,736.0,52.46,1415,0.479102018369932,0,54.14897722886917,1526.8232188887375,Rendimiento Medio,23.13,0,0,0.42,112,Media
1352,33751920105734,S,GREAT OAK HIGH,TEMECULA VALLEY UNIFIED,RIVERSIDE,857,555,517.4652913946452,508.4171633408815,538.3380519250206,342.0,61.62,1415,0.1849853200617751,47,64.76079346557759,1564.2205066605472,Alto Rendimiento,13.6,0,0,0.09,63,Baja
1353,33751923330370,S,TEMECULA VALLEY HIGH,TEMECULA VALLEY UNIFIED,RIVERSIDE,688,362,507.7934716334189,505.1501470347907,469.9267219025837,173.0,47.79,1415,0.7405547648362766,29,52.61627906976744,1482.8703405707934,Rendimiento Medio,6.81,0,1,0.39,101,Media
1356,33751923330743,S,CHAPARRAL HIGH,TEMECULA VALLEY UNIFIED,RIVERSIDE,722,428,476.1986013734617,488.53814539471983,480.2892498583773,183.0,42.76,1415,0.7476494451932669,32,59.2797783933518,1445.025996626559,Rendimiento Medio,13.88,0,1,0.32,52,Baja
1357,33751923330917,S,TEMECULA PREPARATORY,TEMECULA VALLEY UNIFIED,RIVERSIDE,72,49,551.8425539133412,532.1817100479211,539.2775454949368,34.0,69.39,1415,0.3193839912219317,4,68.05555555555556,1623.3018094561994,Alto Rendimiento,1.07,0,0,0.34,67,Media
1358,33752000000000,D,,MURRIETA VALLEY UNIFIED,RIVERSIDE,2036,1106,490.1862516452891,483.5242431948036,499.3020839953605,524.0,47.38,1415,0.5061627562254676,0,54.322200392927314,1473.012578835453,Rendimiento Medio,48.48,0,0,0.16,42,Baja
1359,33752000100420,S,VISTA MURRIETA HIGH,MURRIETA VALLEY UNIFIED,RIVERSIDE,814,465,480.6258756002,482.8016847103803,476.00995080025206,230.0,49.46,1415,0.8224388828592398,50,57.12530712530712,1439.4375111108322,Rendimiento Medio,8.95,0,1,0.18,91,Baja
1361,33752000118794,S,MURRIETA MESA HIGH,MURRIETA VALLEY UNIFIED,RIVERSIDE,519,281,474.47725683224127,492.4572641274446,458.1168242783995,101.0,35.94,1415,0.8160008672532826,21,54.14258188824663,1425.051345238085,Rendimiento Medio,16.22,0,1,0.48,32,Media
1362,33752003330529,S,MURRIETA VALLEY HIGH,MURRIETA VALLEY UNIFIED,RIVERSIDE,571,355,499.3276329464726,528.046768323592,520.4021945873187,191.0,53.8,1415,0.8463735057761657,27,62.17162872154116,1547.7765958573832,Alto Rendimiento,8.92,0,1,0.26,64,Baja
1364,33752420000000,D,,VAL VERDE UNIFIED,RIVERSIDE,1448,1157,397.3687201577111,407.0018237982569,400.0307520865248,137.0,11.84,1415,0.5865652163336667,0,79.90331491712708,1204.401296042493,Bajo Rendimiento / Riesgo,14.06,0,1,0.24,103,Baja
1365,33752420109108,S,CITRUS HILL HIGH,VAL VERDE UNIFIED,RIVERSIDE,518,493,389.36780789193045,391.512459851136,389.0571785287346,49.0,9.94,1415,0.8368006122542753,18,95.17374517374516,1169.937446271801,Bajo Rendimiento / Riesgo,8.78,0,1,0.22,59,Baja
1367,33752423330552,S,RANCHO VERDE HIGH,VAL VERDE UNIFIED,RIVERSIDE,681,650,387.8394656755193,426.7277708371802,387.34498917536746,85.0,13.08,1415,0.3316792482232632,35,95.44787077826726,1201.9122256880669,Bajo Rendimiento / Riesgo,4.83,0,0,0.47,141,Media
1368,34000000000000,C,,,SACRAMENTO,19177,7394,495.6811157946175,492.6037386472824,472.2599810164912,3256.0,44.04,1415,0.0,0,38.55660426552641,1460.544835458391,Rendimiento Medio,179.22,0,0,0.33,107,Baja
1370,34673140000000,D,,ELK GROVE UNIFIED,SACRAMENTO,4898,2515,483.7915111974627,491.29542878269655,480.6696274487246,1121.0,44.57,1415,0.5448950930139553,0,51.34748877092691,1455.756567428884,Rendimiento Medio,139.94,0,0,0.26,35,Baja
1371,34673140105916,S,MONTEREY TRAIL HIGH,ELK GROVE UNIFIED,SACRAMENTO,544,297,453.4928157543741,491.6208656472152,465.589335587216,88.0,29.63,1415,0.4558971199659346,21,54.59558823529412,1410.7030169888053,Rendimiento Medio,6.04,0,0,0.18,90,Baja
1372,34673140108753,S,PLEASANT GROVE HIGH,ELK GROVE UNIFIED,SACRAMENTO,591,360,534.1517748330797,549.5981020876476,480.1590977124165,220.0,61.11,1415,0.5654926547651501,39,60.913705583756354,1563.9089746331438,Alto Rendimiento,5.63,0,1,0.02,105,Baja
1373,34673140116897,S,COSUMNES OAKS HIGH,ELK GROVE UNIFIED,SACRAMENTO,450,274,485.7795235960045,525.674469397763,491.7260931858758,140.0,51.09,1415,0.2011570934189104,28,60.88888888888889,1503.1800861796432,Rendimiento Medio,4.09,0,0,0.25,110,Baja
1374,34673143430170,S,VALLEY HIGH,ELK GROVE UNIFIED,SACRAMENTO,294,218,398.92832266415104,416.0424262581985,407.9213891564151,30.0,13.76,1415,0.5856402852320722,13,74.14965986394559,1222.892138078765,Bajo Rendimiento / Riesgo,2.67,0,1,0.07,110,Baja
1376,34673143430477,S,FLORIN HIGH,ELK GROVE UNIFIED,SACRAMENTO,334,123,439.55434422336015,477.3721039884277,418.2875797561738,26.0,21.14,1415,0.2830753548486093,19,36.82634730538922,1335.2140279679616,Bajo Rendimiento / Riesgo,3.75,0,0,0.27,89,Baja
1377,34673143430592,S,LAGUNA CREEK HIGH,ELK GROVE UNIFIED,SACRAMENTO,384,182,488.5795187643984,485.9520325197179,474.4073151171377,84.0,46.15,1415,0.7048165814018683,24,47.39583333333333,1448.938866401254,Rendimiento Medio,3.1,0,1,0.09,124,Baja
1378,34673143430618,S,SHELDON HIGH,ELK GROVE UNIFIED,SACRAMENTO,577,286,465.77448787662365,509.5121715045847,463.4176177147893,121.0,42.31,1415,0.7855291556457336,30,49.566724436741765,1438.7042770959977,Rendimiento Medio,6.01,0,1,0.22,96,Baja
1379,34673143430873,S,FRANKLIN HIGH,ELK GROVE UNIFIED,SACRAMENTO,732,523,536.2173506933905,534.9964589617656,486.2701774951847,294.0,56.21,1415,0.8105911149741546,40,71.44808743169399,1557.483987150341,Alto Rendimiento,5.15,0,1,0.26,142,Baja
1380,34673143432572,S,ELK GROVE HIGH,ELK GROVE UNIFIED,SACRAMENTO,422,244,503.6878420484993,499.5737377056772,488.5822196286284,117.0,47.95,1415,0.822094923083813,15,57.81990521327014,1491.843799382805,Rendimiento Medio,3.61,0,1,0.57,117,Media
1382,34673300000000,D,,FOLSOM-CORDOVA UNIFIED,SACRAMENTO,1486,644,526.1395308179032,560.7892524521279,539.0700879804629,405.0,62.89,1415,0.6248688746621411,0,43.337819650067296,1625.998871250494,Alto Rendimiento,10.11,1,1,0.36,147,Media
1383,34673300113571,S,VISTA DEL LAGO HIGH,FOLSOM-CORDOVA UNIFIED,SACRAMENTO,386,244,558.3239541025098,554.3858417289748,557.2818448739989,173.0,70.9,1415,0.8341155355940526,20,63.21243523316063,1669.9916407054834,Alto Rendimiento,7.88,0,1,0.36,49,Media
1385,34673303431533,S,CORDOVA HIGH,FOLSOM-CORDOVA UNIFIED,SACRAMENTO,372,121,465.8636453640817,450.2362520998058,447.9830981382424,39.0,32.23,1415,0.2631700053658733,20,32.526881720430104,1364.08299560213,Bajo Rendimiento / Riesgo,2.95,0,0,0.22,126,Baja
1386,34673303433216,S,FOLSOM HIGH,FOLSOM-CORDOVA UNIFIED,SACRAMENTO,511,279,570.773538536402,591.3494259449924,531.5801451594687,193.0,69.18,1415,0.483830074527579,17,54.59882583170255,1693.703109640863,Alto Rendimiento,5.06,0,0,0.29,101,Baja
1387,34673550000000,D,,GALT JOINT UNION HIGH,SACRAMENTO,580,166,500.45497630481697,512.9039936038519,479.690682593781,82.0,49.4,1415,0.4257852256820713,0,28.620689655172416,1493.0496525024498,Rendimiento Medio,4.36,0,0,0.27,133,Baja
1388,34673550119131,S,LIBERTY RANCH HIGH,GALT JOINT UNION HIGH,SACRAMENTO,282,115,495.5702467110419,512.896264280769,475.1787856304848,57.0,49.57,1415,0.6528318227604027,10,40.78014184397163,1483.6452966222955,Rendimiento Medio,2.52,0,1,0.09,112,Baja
1389,34673553433471,S,GALT HIGH,GALT JOINT UNION HIGH,SACRAMENTO,211,51,497.6618365691479,488.3356718555018,486.9571178105688,25.0,49.02,1415,0.3231382210733583,10,24.170616113744074,1472.9546262352185,Rendimiento Medio,2.22,0,0,0.24,95,Baja
1390,34674130000000,D,,RIVER DELTA JOINT UNIFIED,SACRAMENTO,174,58,470.7308381671684,469.5891599215703,479.10324166829736,20.0,34.48,1415,0.5399699333147016,0,33.33333333333333,1419.423239757036,Rendimiento Medio,1.81,0,0,0.21,96,Baja
1391,34674134835302,S,RIO VISTA HIGH,RIVER DELTA JOINT UNIFIED,SACRAMENTO,88,30,445.012908572311,453.015843020288,446.1730533529405,11.0,36.67,1415,0.5984306284842211,4,34.090909090909086,1344.2018049455396,Bajo Rendimiento / Riesgo,2.2,0,1,0.22,40,Baja
1392,34674135731708,S,DELTA HIGH,RIVER DELTA JOINT UNIFIED,SACRAMENTO,66,28,461.5843307157171,456.5587437005667,460.0989539752512,9.0,32.14,1415,0.6166203353326334,4,42.42424242424242,1378.2420283915349,Bajo Rendimiento / Riesgo,3.88,0,1,0.55,17,Media
1393,34674390000000,D,,SACRAMENTO CITY UNIFIED,SACRAMENTO,3215,1400,485.85911599293456,489.3102556898497,459.0112852422982,478.0,34.14,1415,0.4929097731634607,0,43.54587869362364,1434.1806569250823,Rendimiento Medio,44.04,0,0,0.38,73,Media
1394,34674390101881,S,NEW TECHNOLOGY HIGH,SACRAMENTO CITY UNIFIED,SACRAMENTO,59,33,432.25355387637546,430.4707859107739,444.82188120721,5.0,15.15,1415,0.2638898206659961,3,55.932203389830505,1307.5462209943594,Bajo Rendimiento / Riesgo,0.45,0,0,0.58,130,Media
1396,34674390101907,S,THE MET,SACRAMENTO CITY UNIFIED,SACRAMENTO,77,31,507.80335171902897,479.23758263772623,491.9485845343137,18.0,58.06,1415,0.6901388376850254,2,40.25974025974026,1478.9895188910689,Rendimiento Medio,0.53,0,1,0.43,145,Media
1397,34674390101972,S,ROSEMONT HIGH,SACRAMENTO CITY UNIFIED,SACRAMENTO,322,133,446.8851042235567,487.1318647596943,443.4465682273285,36.0,27.07,1415,0.4992269651751593,21,41.30434782608695,1377.4635372105795,Bajo Rendimiento / Riesgo,2.24,0,0,0.32,144,Baja
1398,34674390102038,S,SACRAMENTO CHARTER HIGH,SACRAMENTO CITY UNIFIED,SACRAMENTO,182,171,411.2753985399748,414.9640363601625,382.2522989874335,17.0,9.94,1415,0.1584721817432751,8,93.95604395604396,1208.4917338875707,Bajo Rendimiento / Riesgo,3.64,0,0,0.24,50,Baja
1399,34674390108951,S,ARTHUR A. BENJAMIN HEALTH PROFESSIONS HIGH,SACRAMENTO CITY UNIFIED,SACRAMENTO,49,17,424.0242688901302,453.0866742885238,452.7240527473312,5.0,29.41,1415,0.1563269283555045,1,34.69387755102041,1329.8349959259851,Bajo Rendimiento / Riesgo,0.49,0,0,0.09,100,Baja
1400,34674390114546,S,SCHOOL OF ENGINEERING & SCIENCES,SACRAMENTO CITY UNIFIED,SACRAMENTO,47,20,480.1268603042659,494.9869496316201,445.4995828921275,7.0,35.0,1415,0.3999205407790085,2,42.5531914893617,1420.6133928280135,Rendimiento Medio,0.42,0,0,0.24,112,Baja
1403,34674393430865,S,WEST CAMPUS,SACRAMENTO CITY UNIFIED,SACRAMENTO,197,186,537.5185129726659,556.5825546434985,518.1574638184446,112.0,60.22,1415,0.5940545822101809,8,94.41624365482234,1612.2585314346093,Alto Rendimiento,1.43,0,1,0.24,138,Baja
1404,34674393431012,S,LUTHER BURBANK HIGH,SACRAMENTO CITY UNIFIED,SACRAMENTO,360,168,370.78279122993337,400.4062133531652,372.727514829824,7.0,4.17,1415,0.3054531094853244,13,46.66666666666666,1143.9165194129223,Bajo Rendimiento / Riesgo,4.14,0,0,0.39,87,Media
1405,34674393434636,S,HIRAM W. JOHNSON HIGH,SACRAMENTO CITY UNIFIED,SACRAMENTO,367,132,392.46999144218734,433.2753868212448,391.6464677033367,14.0,10.61,1415,0.375168992761684,12,35.96730245231608,1217.3918459667689,Bajo Rendimiento / Riesgo,2.96,0,0,0.27,124,Baja
1406,34674393434768,S,JOHN F. KENNEDY HIGH,SACRAMENTO CITY UNIFIED,SACRAMENTO,517,281,468.7833412329878,515.840166240854,483.33753060401017,136.0,48.4,1415,0.7436294627210388,24,54.35203094777563,1467.961038077852,Rendimiento Medio,3.8,0,1,0.07,136,Baja
1407,34674393435419,S,C. K. MCCLATCHY HIGH,SACRAMENTO CITY UNIFIED,SACRAMENTO,516,214,513.9320364501559,521.7808685660211,524.9887238802766,112.0,52.34,1415,0.6602030095889628,19,41.47286821705426,1560.7016288964537,Alto Rendimiento,3.58,0,1,0.52,144,Media
1408,34674470000000,D,,SAN JUAN UNIFIED,SACRAMENTO,4362,1464,541.856262550822,506.9675997447127,507.6470585927755,812.0,55.46,1415,0.5280481807830109,0,33.56258596973865,1556.47092088831,Alto Rendimiento,106.39,0,0,0.02,41,Baja
1410,34674473430048,S,MESA VERDE HIGH,SAN JUAN UNIFIED,SACRAMENTO,183,67,486.5284133122525,437.201665961699,456.05842135905954,21.0,31.34,1415,0.4500914146905035,8,36.6120218579235,1379.7885006330112,Bajo Rendimiento / Riesgo,2.23,0,0,0.43,82,Media
1413,34674473430493,S,BELLA VISTA HIGH,SAN JUAN UNIFIED,SACRAMENTO,457,236,553.195495704738,539.1646512973952,512.6914066716002,165.0,69.92,1415,0.6137038081907477,22,51.64113785557986,1605.0515536737337,Alto Rendimiento,16.32,0,1,0.2,28,Baja
1414,34674473430691,S,OPTIONS FOR YOUTH-SAN JUAN,SAN JUAN UNIFIED,SACRAMENTO,217,29,487.1309336720124,458.01587815703977,455.3139103575968,8.0,27.59,1415,0.232951836518706,9,13.36405529953917,1400.460722186649,Bajo Rendimiento / Riesgo,1.94,0,0,0.55,112,Media
1415,34674473430717,S,VISIONS IN EDUCATION,SAN JUAN UNIFIED,SACRAMENTO,885,43,529.1484346573998,502.38426576017474,520.3732906364097,27.0,62.79,1415,0.3522194572364159,55,4.858757062146893,1551.905991053984,Alto Rendimiento,23.92,0,0,0.19,37,Baja
1417,34674473431111,S,CASA ROBLE FUNDAMENTAL HIGH,SAN JUAN UNIFIED,SACRAMENTO,297,165,511.8194619099952,511.1661772241537,484.4710057903349,82.0,49.7,1415,0.7936717172592348,14,55.55555555555556,1507.4566449244835,Rendimiento Medio,2.3,0,1,0.2,129,Baja
1418,34674473432051,S,DEL CAMPO HIGH,SAN JUAN UNIFIED,SACRAMENTO,413,177,470.4616225073546,500.24775627961503,468.449287365199,75.0,42.37,1415,0.8452785107960747,14,42.85714285714285,1439.1586661521687,Rendimiento Medio,3.28,0,1,0.19,126,Baja
1419,34674473432317,S,EL CAMINO FUNDAMENTAL HIGH,SAN JUAN UNIFIED,SACRAMENTO,375,203,498.9849686196313,484.0295066148819,466.823128657629,98.0,48.28,1415,0.1814379092969311,25,54.13333333333333,1449.8376038921422,Rendimiento Medio,3.41,0,0,0.11,110,Baja
1420,34674473432838,S,ENCINA PREPARATORY HIGH,SAN JUAN UNIFIED,SACRAMENTO,184,44,377.0250838504132,395.7176796146042,389.5338281202949,1.0,2.27,1415,0.6827055464467744,12,23.91304347826087,1162.2765915853122,Bajo Rendimiento / Riesgo,2.0,0,1,0.34,92,Media
1421,34674473435930,S,MIRA LOMA HIGH,SAN JUAN UNIFIED,SACRAMENTO,407,213,587.7867906773993,629.1034361117058,625.6441701825217,181.0,84.98,1415,0.4102068464816403,16,52.33415233415234,1842.5343969716268,Alto Rendimiento,5.43,0,0,0.23,75,Baja
1422,34674473436714,S,RIO AMERICANO HIGH,SAN JUAN UNIFIED,SACRAMENTO,356,208,560.810644207516,531.9130380237333,522.1107961265708,144.0,69.23,1415,0.4247207303606359,20,58.42696629213483,1614.83447835782,Alto Rendimiento,3.6,0,0,0.17,99,Baja
1423,34674473438504,S,SAN JUAN HIGH,SAN JUAN UNIFIED,SACRAMENTO,213,51,428.4593952067447,425.35342609202144,411.62179655817545,6.0,11.76,1415,0.6779854813429159,12,23.943661971830984,1265.4346178569417,Bajo Rendimiento / Riesgo,2.51,0,1,0.36,85,Media
1424,34739730000000,D,,CENTER JOINT UNIFIED,SACRAMENTO,357,99,511.0801238493865,531.5639658880182,464.8196487511545,46.0,46.46,1415,0.4801258302503781,0,27.73109243697479,1507.463738488559,Rendimiento Medio,3.61,0,0,0.46,99,Media
1426,34739733430378,S,CENTER HIGH,CENTER JOINT UNIFIED,SACRAMENTO,280,91,525.6434376321643,509.25814182648224,482.9780960725666,45.0,49.45,1415,0.8156500161517839,10,32.5,1517.879675531213,Rendimiento Medio,4.38,0,1,0.2,64,Baja
1427,34752830000000,D,,NATOMAS UNIFIED,SACRAMENTO,1014,455,498.7649440149333,471.9416490914493,456.0840471051149,164.0,36.04,1415,0.5291096825654061,0,44.87179487179488,1426.7906402114977,Rendimiento Medio,34.97,0,0,0.12,29,Baja
1428,34752830102236,S,INDERKUM HIGH,NATOMAS UNIFIED,SACRAMENTO,389,193,449.0036012779486,456.5341723445563,432.23438767327485,62.0,32.12,1415,0.5539858102268245,20,49.61439588688946,1337.7721612957796,Bajo Rendimiento / Riesgo,8.1,0,0,0.18,48,Baja
1429,34752830112425,S,NATOMAS PACIFIC PATHWAYS PREP,NATOMAS UNIFIED,SACRAMENTO,156,110,470.9370336243628,476.9290896999015,451.70113242363067,44.0,40.0,1415,0.3999848115103519,10,70.51282051282051,1399.567255747895,Bajo Rendimiento / Riesgo,3.18,0,0,0.28,49,Baja
1430,34752833430584,S,NATOMAS HIGH,NATOMAS UNIFIED,SACRAMENTO,205,62,430.3629772899988,477.6559233539366,430.0106734058871,12.0,19.35,1415,0.7012843601011455,8,30.24390243902439,1338.0295740498225,Bajo Rendimiento / Riesgo,3.87,0,1,0.15,53,Baja
1432,34752833430659,S,NATOMAS CHARTER,NATOMAS UNIFIED,SACRAMENTO,118,89,553.5273529136552,485.4019410562079,503.8334808421503,46.0,51.69,1415,0.5448518201834625,5,75.42372881355932,1542.7627748120133,Alto Rendimiento,0.8,0,0,0.25,147,Baja
1433,34765050000000,D,,TWIN RIVERS UNIFIED,SACRAMENTO,2649,593,429.6702314646391,455.2537722707454,424.9144895277024,128.0,21.59,1415,0.429115468363756,0,22.385805964514912,1309.838493263087,Bajo Rendimiento / Riesgo,60.2,0,0,0.46,44,Media
1434,34765050101832,S,FUTURES HIGH,TWIN RIVERS UNIFIED,SACRAMENTO,87,31,530.3108406844922,483.1009303581376,555.8054982498464,21.0,67.74,1415,0.4010049230674112,3,35.63218390804598,1569.2172692924762,Alto Rendimiento,0.6,0,0,0.37,146,Media
1435,34765050108415,S,HERITAGE PEAK CHARTER,TWIN RIVERS UNIFIED,SACRAMENTO,191,25,545.7675926972827,498.3330881012108,494.2307646722776,16.0,64.0,1415,0.6096417515955133,7,13.089005235602096,1538.331445470771,Alto Rendimiento,1.63,0,1,0.24,117,Baja
1436,34765050108795,S,CREATIVE CONNECTIONS ARTS ACADEMY,TWIN RIVERS UNIFIED,SACRAMENTO,34,17,493.6440886175452,486.33037399114056,466.3073867781374,8.0,47.06,1415,0.3182792390254548,1,50.0,1446.2818493868233,Rendimiento Medio,0.39,0,0,0.19,88,Baja
1442,34765053433265,S,FOOTHILL HIGH,TWIN RIVERS UNIFIED,SACRAMENTO,197,68,466.8946351186766,428.0776020628532,463.2873791962746,16.0,23.53,1415,0.1772509743279672,8,34.51776649746193,1358.2596163778044,Bajo Rendimiento / Riesgo,2.86,0,0,0.23,69,Baja
1443,34765053433794,S,GRANT UNION HIGH,TWIN RIVERS UNIFIED,SACRAMENTO,367,213,392.12282939979656,391.5063305972148,388.39721174314417,18.0,8.45,1415,0.1752131728039984,13,58.03814713896458,1172.0263717401556,Bajo Rendimiento / Riesgo,4.96,0,0,0.27,74,Baja
1444,34765053434370,S,HIGHLANDS HIGH,TWIN RIVERS UNIFIED,SACRAMENTO,193,78,431.7435536764056,429.8851022643065,408.3982198066055,14.0,17.95,1415,0.2726552404740791,7,40.41450777202073,1270.0268757473175,Bajo Rendimiento / Riesgo,5.08,0,0,0.18,38,Baja
1445,34765053436979,S,RIO LINDA HIGH,TWIN RIVERS UNIFIED,SACRAMENTO,351,158,431.6364142356471,455.2484000261004,431.1033839631664,35.0,22.15,1415,0.7567392481542001,12,45.01424501424501,1317.988198224914,Bajo Rendimiento / Riesgo,9.75,0,1,0.15,36,Baja
1446,35000000000000,C,,,SAN BENITO,871,328,495.1992337151572,466.2371111198255,474.1222103339061,109.0,33.23,1415,0.0,0,37.65786452353617,1435.5585551688887,Rendimiento Medio,18.93,0,0,0.15,46,Baja
1447,35675380000000,D,,SAN BENITO HIGH,SAN BENITO,767,285,466.570035344185,479.0794961774752,474.3408993931891,91.0,31.93,1415,0.4667872963379598,0,37.157757496740544,1419.9904309148494,Rendimiento Medio,7.04,0,0,0.31,109,Baja
1448,35675383537008,S,SAN BENITO HIGH,SAN BENITO HIGH,SAN BENITO,698,285,490.8903891972125,475.9632673531257,463.85804642437387,91.0,31.93,1415,0.3477351207839186,29,40.83094555873926,1430.711702974712,Rendimiento Medio,7.2,0,0,0.18,97,Baja
1449,35752590000000,D,,AROMAS/SAN JUAN UNIFIED,SAN BENITO,95,43,508.04248716349326,460.5311431176149,458.3328643581357,18.0,41.86,1415,0.7229047594948468,0,45.26315789473684,1426.9064946392436,Rendimiento Medio,5.59,0,1,0.47,17,Media
1450,35752593530060,S,ANZAR HIGH,AROMAS/SAN JUAN UNIFIED,SAN BENITO,95,43,511.2553949469997,480.6934603917072,486.0825563015766,18.0,41.86,1415,0.815321419402707,3,45.26315789473684,1478.0314116402833,Rendimiento Medio,1.13,0,1,0.24,84,Baja
1451,36000000000000,C,,,SAN BERNARDINO,33492,12832,453.4319556476982,480.0951571865769,472.6162659882938,4070.0,31.72,1415,0.0,0,38.31362713483817,1406.143378822569,Rendimiento Medio,232.58,0,0,0.38,144,Media
1456,36676110000000,D,,BARSTOW UNIFIED,SAN BERNARDINO,413,76,448.870447674862,493.1587970264171,467.0963717647789,26.0,34.21,1415,0.5380864231418275,0,18.401937046004843,1409.125616466058,Rendimiento Medio,4.05,0,0,0.2,102,Baja
